"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","131","msExchMailboxAuditLastAdminAccess","datetime2(7)","True","","","","15130","7","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","132","msExchMailboxAuditLastDelegateAccess","datetime2(7)","True","","","","15130","5","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","133","msExchMailboxAuditLogAgeLimit","int","True","","","","15130","9","0.06","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","134","msExchMailboxFolderSet","int","True","","","","15130","6","0.04","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","135","msExchMailboxTemplateLink","varchar(8000)","True","","","","15130","5160","34.1","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","136","msExchMDBRulesQuota","int","True","","","","15130","9","0.06","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","137","msExchMobileMailboxFlags","int","True","","","","15130","5945","39.29","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","138","msExchModerationFlags","int","True","","","","15130","8","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","139","msExchPoliciesExcluded","varchar(max)","True","","","","15130","6285","41.54","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","140","msExchPoliciesIncluded","varchar(max)","True","","","","15130","1271","8.4","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","141","msExchPreviousRecipientTypeDetails","bigint","True","","","","15130","1713","11.32","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","142","msExchProvisioningFlags","int","True","","","","15130","79","0.52","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","143","msExchRBACPolicyLink","varchar(8000)","True","","","","15130","7555","49.93","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","144","msExchRecipientDisplayType","int","True","","","","15130","7556","49.94","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","145","msExchRecipientSoftDeletedStatus","int","True","","","","15130","1720","11.37","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","146","msExchRecipientTypeDetails","bigint","True","","","","15130","7556","49.94","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","147","msExchSafeRecipientsHash","varchar(8000)","True","","","","15130","56","0.37","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","148","msExchShadowCountryCode","int","True","","","","15130","23","0.15","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","149","msExchShadowDisplayName","varchar(8000)","True","","","","15130","89","0.59","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","150","msExchShadowGivenName","varchar(8000)","True","","","","15130","32","0.21","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","151","msExchShadowInfo","varchar(8000)","True","","","","15130","6","0.04","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","152","msExchShadowMailNickname","varchar(8000)","True","","","","15130","228","1.51","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","153","msExchShadowProxyAddresses","varchar(max)","True","","","","15130","468","3.09","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","154","msExchShadowSn","varchar(8000)","True","","","","15130","21","0.14","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","155","msExchTextMessagingState","varchar(max)","True","","","","15130","7555","49.93","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","156","msExchThrottlingPolicyDN","varchar(8000)","True","","","","15130","2476","16.36","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","157","msExchTransportRecipientSettingsFlags","int","True","","","","15130","88","0.58","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","158","msExchUMDtmfMap","varchar(max)","True","","","","15130","9486","62.7","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","159","msExchUMEnabledFlags2","int","True","","","","15130","8","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","160","msExchUserAccountControl","int","True","","","","15130","7576","50.07","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","161","msExchUserBL","varchar(max)","True","","","","15130","3","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","162","msExchUserCulture","varchar(8000)","True","","","","15130","4833","31.94","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","163","msExchVersion","bigint","True","","","","15130","7559","49.96","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","164","mSMQDigests","varchar(max)","True","","","","15130","15","0.1","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","165","mSMQSignCertificates","varchar(8000)","True","","","","15130","15","0.1","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","166","msTSLicenseVersion","varchar(8000)","True","","","","15130","77","0.51","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","167","msTSLicenseVersion2","varchar(8000)","True","","","","15130","46","0.3","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","168","msTSLicenseVersion3","varchar(8000)","True","","","","15130","46","0.3","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","169","msTSManagingLS","varchar(8000)","True","","","","15130","77","0.51","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","170","publicDelegatesBL","varchar(max)","True","","","","15130","1834","12.12","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","171","sDRightsEffective","int","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","172","msExchCoManagedObjectsBL","varchar(max)","True","","","","15130","182","1.2","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","173","authOrigBL","varchar(max)","True","","","","15130","11","0.07","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","174","managedObjects","varchar(max)","True","","","","15130","154","1.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","175","altRecipientBL","varchar(max)","True","","","","15130","6","0.04","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","176","msExchPreviousHomeMDB","varchar(8000)","True","","","","15130","8","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","177","mDBOverHardQuotaLimit","int","True","","","","15130","32","0.21","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","178","msExchSenderHintTranslations","varchar(max)","True","","","","15130","5","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","179","msExchSharingPolicyLink","varchar(8000)","True","","","","15130","4","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","180","msExchAuditOwner","int","True","","","","15130","12","0.08","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","181","msExchOmaAdminWirelessEnable","int","True","","","","15130","9","0.06","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","182","deletedItemFlags","int","True","","","","15130","4","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","183","msExchSharingPartnerIdentities","varchar(max)","True","","","","15130","30","0.2","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","184","altRecipient","varchar(8000)","True","","","","15130","11","0.07","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","185","deliverAndRedirect","bit","True","","","","15130","7","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","186","msExchGenericForwardingAddress","varchar(8000)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","187","msExchShadowTitle","varchar(8000)","True","","","","15130","7","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","188","msExchAuditAdmin","int","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","189","msExchAuditDelegateAdmin","int","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","190","msExchMailboxMoveTargetUserBL","varchar(max)","True","","","","15130","2","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","191","msExchShadowDepartment","varchar(8000)","True","","","","15130","4","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","192","msExchShadowMobile","varchar(8000)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","193","msExchShadowPostalCode","varchar(8000)","True","","","","15130","3","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","194","msExchShadowStreetAddress","varchar(8000)","True","","","","15130","3","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","195","msExchShadowTelephoneNumber","varchar(8000)","True","","","","15130","4","0.03","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","196","msExchResourceDisplay","varchar(8000)","True","","","","15130","2","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","197","msExchResourceMetaData","varchar(max)","True","","","","15130","2","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","198","msExchResourceSearchProperties","varchar(max)","True","","","","15130","2","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","199","msExchShadowPhysicalDeliveryOfficeName","varchar(8000)","True","","","","15130","3","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","200","msExchAuditDelegate","int","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","201","msRTCSIP-PrimaryUserAddress","varchar(8000)","True","","","","15130","3","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","202","msRTCSIP-UserEnabled","bit","True","","","","15130","2","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","203","msExchResourceCapacity","int","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","204","msExchArchiveDatabaseLink","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","205","msExchArchiveName","varchar(max)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","206","msDS-ExternalDirectoryObjectId","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","207","msExchLitigationHoldDate","datetime2(7)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","208","msExchLitigationHoldOwner","varchar(8000)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","209","msExchUserHoldPolicies","varchar(max)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
